pen,time period,Species,Study,Diet,average feed intake g/d,"average feed intake, g","ME, kcal/kg",NDF,ADF,NFC,Crude fiber,Starch,CP,Arginine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Alanine,Aspartic acid,Cystine,Met + Cys,Glutamic acid,Glycine,Proline,Serine,Tyrosine,Phe + Tyr,Ether extract,SFA,MUFA,PUFA,n-3 PUFA,n-6 PUFA,n-3/n-6 ratio,C14,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1,C18:2 cis n-6 LA,C18:3 cis n-3 ALA,C20:0,C20:1,C20:4n-6 ARA,C20:5n-3 EPA,C22:0,C22:1,C22:6n-3 DHA,C24:0,Ash,Vitamin A IU/kg,beta-carotene,Vitamin D3 IU/kg,Vitamin D3 25-Hydroxyvitamin D,Vitamin E IU/kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,Calcium,Total Phosphorus,Inorganic available P,Ca:P ratio,Na,Cl,K,Mg,S,Cu ppm,I ppm,Fe,Mn,Se,Zn,"average feed intake, g/d",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,
1,1- 6 weeks,B,broiler AST,0.08% P-2,189.21,5108.72967,20078.81558,434.2755785,149.334404,2746.442562,120.0982272,1839.705544,1079.711694,69.0491529,27.00337935,42.02108355,85.75328555,57.35636264,29.96361978,48.91718694,40.17416814,12.10190269,46.20851954,56.38983624,111.6029744,16.44759867,39.16657034,191.6476411,46.90293774,65.90904007,54.53233956,36.26979616,95.34307405,221.7580919,20.85960563,35.11879522,65.97105689,1.308710994,56.18732532,1248.607229,0.359466565,0,0,15.18232114,0.206493922,0,0,3.951973506,29.38982469,91.46213761,4.597522925,0.808902824,0.26426542,0,0,0.312781362,0,0,0.226843239,15757.55272,61.30475604,2.689848998,38.47803734,0,28.31584149,0.010217459,0.102174593,15.9908901,9.120296959,109.755604,44.6933556,26.16528689,0.646721978,2.924510978,0,6763.314559,47.99300479,36.68372629,21.38473507,0,9.889743331,15.95373607,49.46687461,9.076001099,10.78315608,29.29811956,0,1253.980768,95.00562769,1.841775326,125.6455027,189.21,52.840685,15.88746,,8.61365,439.1165,1.113319,71.45547,17.55791,0.3609719,215.6077,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,B,broiler AST,0.08% P-2,173.3,4679.18019,20880.43761,397.8437401,137.1305838,2509.961573,110.1292132,1678.327969,992.7928651,63.52705406,24.82490242,38.6491478,78.76218368,52.77713089,27.61339619,44.97374154,36.92760057,11.13600595,42.48144844,51.79533802,102.6761556,15.1097798,35.98857234,176.1797804,43.12664428,60.54148473,50.14232429,33.35595828,87.6690488,202.8809234,19.09362959,32.10016795,60.30022059,1.193785912,51.2532085,1138.960189,0.330830204,0,0,13.89043475,0.188691818,0,0,3.624830079,26.84996833,83.62195279,4.223704477,0.738607598,0.24131364,0,0,0.286613872,0,0,0.206922891,14477.87254,56.15016228,2.456947903,35.41665272,0,25.86732905,0.00935836,0.093583604,14.63959092,8.370687557,100.4813839,41.01678319,23.97346666,0.594231842,2.690362214,0,6214.579071,44.08914993,33.68994559,19.65442455,0,9.060465523,14.6119446,45.48317385,8.343317511,9.905086423,26.96079147,0,1150.603898,87.30502903,1.695758024,115.3575543,173.3,44.242635,52.85851,,8.109484,951.4995,0.948903,82.42449,14.40857,0.4766069,134.0386,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,B,broiler AST,0.08% P-2,76.39,2062.49058,5497.523714,176.1492767,63.80128985,1053.422014,49.77167205,676.030808,474.415527,30.70319342,11.81866172,18.57171623,36.80424557,25.58118699,13.78264672,21.43876396,17.52788418,5.400471122,20.23187265,24.22898434,49.60966342,7.089839831,16.96014879,83.81097534,20.60355902,28.34443679,23.96042744,15.99590557,41.90555986,87.22169538,8.301135504,13.5225195,25.39911178,0.479652809,20.59309395,457.6243099,0.160949691,0,0,5.976573898,0.078982776,0,0,1.646751462,11.18043387,35.43103068,1.983146345,0.303833288,0.09939468,0,0,0.127587437,0,0,0.08313982,6812.437323,24.74988696,1.018829097,17.26735057,0,10.75722899,0.004124981,0.041249812,6.388440822,3.853825523,43.85391221,18.85384514,10.64509138,0.279900597,1.29775826,0,2929.127878,20.68581115,15.71318761,9.308572941,0,4.015260786,6.43705785,21.72010892,3.967499692,4.63831444,13.08485274,0,526.7812243,41.22176173,0.831672514,53.48099949,76.39,61.5448,54.14021,2.593302,9.069417,,0.7960027,51.36943,9.211302,0.3614167,275.8017,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,B,broiler AST,0.08% P-2,176.12,4755.35421,21997.52635,404.169328,138.7191758,2560.971573,111.6863585,1717.875345,1001.894731,64.04307144,25.060964,38.98375475,79.64403429,53.19172699,27.75391173,45.39610154,37.28884346,11.22294408,42.88401355,52.37029184,103.5129812,15.27333629,36.36403152,177.8675231,43.52297014,61.20889285,50.60213349,33.65093848,88.47047853,206.6064411,19.42650981,32.74291395,61.50818857,1.22214674,52.47083338,1166.018519,0.333314846,0,0,14.14457417,0.192566981,0,0,3.674442709,27.41259559,85.25711699,4.269176436,0.754799322,0.246579156,0,0,0.291039316,0,0,0.211838768,14630.92532,57.06425052,2.509247817,35.67553479,0,26.41205642,0.009510708,0.095107084,14.89026578,8.475466743,102.2008346,41.53597746,24.34876826,0.60045815,2.71269838,0,6279.334474,44.56673714,34.07281966,19.85062594,0,9.203824088,14.85050801,45.90293395,8.4235358,10.0141014,27.16934343,0,1165.572517,88.20090506,1.707212147,116.7303916,176.12,47.907455,48.53725,2.028708,9.071433,550.1129,1.116518,59.79382,24.02868,0.6767444,322.7285,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,B,broiler AST,0.08% P-2,171.49,4630.17195,20867.64016,393.4845436,134.8746683,2496.594705,108.6756927,1676.31419,973.4061031,62.20199966,24.35091556,37.86931249,77.42755655,51.65834598,26.93076611,44.10830352,36.23538804,10.89925176,41.66856723,50.91134236,100.5380998,14.84659146,35.34375641,172.8317796,42.2856898,59.50232031,49.16330679,32.69081781,85.95414437,201.2942302,18.92171958,31.91696194,59.95679158,1.192647599,51.20433691,1137.874154,0.323671741,0,0,13.78061414,0.187738337,0,0,3.574900752,26.72856394,83.09477623,4.149818877,0.736177684,0.240488496,0,0,0.283305852,0,0,0.206725584,14221.02673,55.5620634,2.446877279,34.64126152,0,25.75379352,0.009260344,0.092603439,14.50198609,8.242924257,99.53550888,40.39808408,23.70331619,0.583619026,2.634861136,0,6103.129562,43.32162272,33.126286,19.29100678,0,8.960298378,14.45978276,44.59853173,8.185138698,9.734843292,26.38514222,0,1133.762695,85.72172516,1.657433806,113.506262,171.49,43.788825,47.82682,,,859.7025,0.9597787,65.19929,15.85417,0.3929939,186.1248,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,B,broiler AST,0.08% P-2,157.79,4260.42693,20023.93211,362.0933611,124.235237,2295.161543,100.0453132,1539.96241,897.1114717,57.34030802,22.44057442,34.90520512,71.32603524,47.62364471,24.8431015,40.64907377,33.39063094,10.04809281,38.39993414,46.90039505,92.67949119,13.67778723,32.56419499,159.2704884,38.97118441,54.81549947,45.30991216,30.13076712,79.21761704,185.1337041,17.40622641,29.34374998,55.12283496,1.095590784,47.03736431,1045.274763,0.298415331,0,0,12.67445279,0.172582838,0,0,3.291338055,24.56858511,76.40344605,3.823173406,0.676541365,0.221011953,0,0,0.26073125,0,0,0.189902403,13102.22144,51.12512316,2.248976047,31.93963496,0,23.67204297,0.008520854,0.085208539,13.34140721,7.591091437,91.57000921,37.20230944,21.81352206,0.537715598,2.428821747,0,5623.173614,39.91103938,30.51467468,17.77570679,0,8.24561143,13.30494801,41.10237209,7.542829641,8.968095219,24.32503548,0,1043.991371,78.98332456,1.528366562,104.544982,157.79,39.14073,19.54585,3.62201,,,1.002002,68.4516,,0.3418477,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1- 6 weeks,B,broiler AST,2% P-1,177.66,4796.94879,21807.93332,397.233565,135.7706637,2527.681226,109.5836594,1700.742501,1012.243171,64.21002007,24.99006812,38.15173701,80.41855187,54.21602974,28.3200287,46.24325327,36.52784623,11.13521748,43.08872989,51.23297983,100.9728511,15.00254093,35.55114555,173.7464019,42.4983201,59.87516759,49.40986443,34.75058865,88.28284242,205.9705763,19.12451954,32.31481564,60.70475144,1.210177999,51.95697544,1154.599454,0.324930805,0,0,13.93379714,0.190102369,0,0,3.603687867,27.0724608,84.67543835,4.175100815,0.746116328,0.243719153,0,0,0.285918579,0,0,0.209764187,14305.80272,57.56338548,2.478892384,34.91708164,0,26.08690642,0.009593898,0.191877952,14.65193283,8.302846193,100.5639579,40.69556889,23.92529677,0.587061345,2.646526751,0,6138.888606,45.0148298,34.72607534,19.94522172,0,9.388427106,14.92524119,45.27047272,8.710062534,9.822072738,27.73558778,0,1702.592564,96.92851484,1.663029319,206.9837209,177.66,50.6923,40.13457,1.129187,,327.2203,0.9457042,58.16767,19.91561,0.5215267,146.5688,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,B,broiler AST,2% P-1,164.29,4435.75656,21836.58693,367.2598359,125.2729884,2341.697768,101.2320233,1577.909031,933.0118517,59.15407698,23.03668134,35.15332534,74.19252829,49.9439944,26.05560451,42.62910075,33.67504217,10.25650495,39.72097011,47.26088121,93.01370667,13.83773821,32.7844921,160.1602137,39.16786627,55.23104047,45.53734702,32.0281378,81.36840426,190.6426083,17.69397973,29.93304215,56.23072967,1.122872068,48.20864078,1071.303128,0.2992264,0,0,12.89663404,0.176131998,0,0,3.328338756,25.08769024,78.41682019,3.850794999,0.691718575,0.225939736,0,0,0.264287991,0,0,0.194631158,13193.36765,53.22907872,2.297502017,32.15233775,0,24.17552906,0.008871513,0.177430262,13.55400953,7.664243123,93.02786105,37.5680031,22.11747653,0.541386785,2.438092988,0,5661.114954,41.5227721,32.04061465,18.39053187,0,8.679746916,13.80172674,41.72491476,8.030485999,9.060218548,25.54887429,0,1572.786301,89.40589358,1.530914634,191.1831577,164.29,48.120535,36.51008,1.550239,8.853633,891.8015,1.261741,61.72112,18.91746,0.5793442,144.6032,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,B,broiler AST,2% P-1,175.33,4733.77608,19662.7861,392.027173,134.0903675,2492.690646,108.1798883,1676.295239,1000.094322,63.45115535,24.68909602,37.69861255,79.42648037,53.57646562,27.99885351,45.68611016,36.08695579,11.00436818,42.56965154,50.60315942,99.78282726,14.81875948,35.11817267,171.6558327,41.98982106,59.13989038,48.81883575,34.3344635,87.22495631,203.1871531,18.86895007,31.86908785,59.86733847,1.192744185,51.20848369,1137.966304,0.321137334,0,0,13.74559202,0.18746408,0,0,3.557800315,26.69487987,83.5143831,4.124014359,0.735591582,0.240285309,0,0,0.282193216,0,0,0.206742325,14131.23376,56.80531296,2.444183717,34.51043407,0,25.72262437,0.009467552,0.189351043,14.45689298,8.198770115,99.22548031,40.18447655,23.61270069,0.579907051,2.615266224,0,6064.137358,44.46225588,34.29648987,19.7032986,0,9.265480546,14.7285677,44.72796502,8.604667748,9.701463834,27.40889089,0,1680.800936,95.73998386,1.643832353,204.3423822,175.33,45.60158,35.50314,2.291866,9.228733,977.8986,1.064058,54.55399,21.48167,0.3792067,256.1465,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,B,broiler AST,2% P-1,180,4860.12555,19086.14874,402.5239894,137.8128959,2556.954648,111.1197845,1718.306553,1028.362387,65.26030144,25.38555432,38.77052553,81.6357095,55.10563951,28.81516334,46.97460389,37.10365886,11.31912995,43.7703294,52.01361342,102.6322968,15.23266398,36.10242945,176.5007254,43.17875857,60.78933082,50.20135976,35.30620263,89.69263533,208.5159364,19.36763663,32.69284368,61.41467042,1.222585846,52.48968565,1166.437459,0.330355895,0,0,14.10620625,0.19228814,0,0,3.65485446,27.37934277,85.68226891,4.23928072,0.754294145,0.246400036,0,0,0.289778544,0,0,0.21191488,14526.83666,58.3215066,2.506672564,35.50241883,0,26.38156281,0.009720251,0.194405022,14.83998688,8.424621474,101.8551062,41.29014083,24.2462589,0.596154047,2.689856937,0,6234.114854,45.7026172,35.24885142,20.2568368,0,9.513709233,15.12153185,45.99331575,8.846741068,9.972052802,28.19184237,0,1726.503219,98.41257177,1.691310725,209.9090834,180,43.954685,26.90515,5.282297,8.526934,1154.893,1.05766,66.56194,17.93652,0.4192342,223.4697,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,B,broiler AST,2% P-1,190.33,5139.02826,21916.04348,425.6006341,145.6238902,2705.229359,117.460845,1818.768787,1086.305971,68.92679055,26.81685817,40.95076366,86.25979835,58.20054281,30.42186585,49.62333958,39.19652797,11.95438862,46.23833406,54.95782397,108.3954414,16.09431694,38.14231919,186.4505139,45.61027671,64.22957921,53.02818872,37.29469183,94.74489732,220.5460257,20.48242672,34.58720696,64.97338488,1.294099994,55.56002639,1234.667253,0.348873963,0,0,14.91996443,0.203444782,0,0,3.863169529,28.96959319,90.64081183,4.479027491,0.798212748,0.26074293,0,0,0.306371533,0,0,0.224310666,15347.95165,61.66833912,2.652388277,37.49160212,0,27.9142652,0.010278057,0.20556113,15.69347923,8.903307344,107.7129336,43.63712156,25.63540294,0.629842552,2.840964219,0,6586.347849,48.28886876,37.24652846,21.40051384,0,10.05903468,15.98940124,48.58408744,9.345989234,10.53639377,29.77474275,0,1825.009406,103.9804338,1.785919926,221.8783991,190.33,52.622125,31.03463,3.014354,9.446533,945.4996,1.136989,66.50925,21.60214,0.3978862,111.1894,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,B,broiler AST,2% P-1,172.82,4666.05063,17904.82277,386.4445964,132.2847836,2455.244621,106.6734177,1650.165869,987.0239399,62.6342251,24.36533867,37.21091333,78.36030517,52.88791294,27.6525167,45.08679696,35.61272844,10.86347415,42.0112817,49.92620228,98.50160319,14.62119649,34.65262591,169.4069119,41.44268386,58.34955121,48.18289072,33.88673329,86.08675418,200.2058939,18.59510664,31.39202193,58.97105238,1.174112188,50.40854996,1120.189999,0.317051575,0,0,13.54400644,0.184640899,0,0,3.508544608,26.29090673,82.27144034,4.069094544,0.724335534,0.23661272,0,0,0.278197817,0,0,0.203512779,13943.54576,55.99260756,2.407053955,34.0724103,0,25.33289611,0.009332101,0.186642025,14.24787805,8.086988497,97.79109043,39.63558398,23.2774797,0.572214708,2.581613002,0,5983.761774,43.86829289,33.83486566,19.44313332,0,9.13364649,14.51772491,44.14427097,8.491315004,9.571822686,27.05714882,0,1657.414293,94.4623748,1.623146666,201.5073986,172.82,43.110555,39.56178,5.205741,,427.5669,0.913077,66.19305,18.65932,0.4121182,214.1335,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1- 6 weeks,B,broiler AST,0.32% P-2,192.33,5192.93106,22111.83984,440.2485415,151.6092518,2780.071684,121.8224228,1860.206416,1100.275526,70.36292981,27.52008551,42.76715694,87.38289518,58.61505998,30.630685,49.93005058,40.82255933,12.33567852,47.12682558,57.25821862,113.4350144,16.70993114,39.77871668,194.699241,47.65607069,66.92574862,55.40835061,37.00496891,97.13258831,224.9135294,21.13595871,35.55320534,66.78691474,1.323208818,56.80976523,1262.439227,0.365446822,0,0,15.37870938,0.209007322,0,0,4.009322989,29.74337695,92.67666276,4.668852079,0.818367673,0.267366685,0,0,0.317132453,0,0,0.229356195,16003.08004,62.31517272,2.721903461,39.13836232,0,28.65547216,0.010385862,0.415434485,16.20413981,9.256306406,111.2196822,45.35770145,26.52735154,0.656819741,2.972365379,0,6869.050299,48.86901965,37.39243933,21.7732137,0,10.09712189,16.20967477,50.32330085,9.242614757,10.95265635,29.87325245,0,1284.505632,97.03771229,1.872896652,128.4315462,192.33,49.438625,22.41539,1.712919,8.157884,548.6129,1.146586,58.13755,24.66543,0.3912149,214.1335,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,B,broiler AST,0.32% P-2,173.99,4697.66547,20975.23557,398.2231303,136.9896776,2517.452385,110.1452241,1685.8338,993.5827695,63.5233163,24.85360534,38.61505066,78.94934124,52.91417884,27.63247992,45.09101474,36.86951173,11.13571913,42.56031014,51.73060649,102.408756,15.09575295,35.9325621,175.8365838,43.03491499,60.46369591,50.03521854,33.41399705,87.71310593,203.5679979,19.12564249,32.19228084,60.4735387,1.19923082,51.48697652,1144.155034,0.329871441,0,0,13.91896294,0.189273493,0,0,3.624604221,26.93788444,83.90592639,4.217777037,0.74135413,0.242199699,0,0,0.286826761,0,0,0.207866675,14456.26249,56.37198564,2.465367364,35.32659881,0,25.95326304,0.009395331,0.375813238,14.66177422,8.365671522,100.6331379,40.99485396,23.99363369,0.593319344,2.683543625,0,6204.870546,44.14849675,33.78502352,19.66585225,0,9.133098977,14.66388064,45.44405,8.347287248,9.895075758,26.96685198,0,1161.062558,87.65224511,1.690255243,116.0569993,173.99,51.070995,29.02125,4.162679,8.768933,768.8055,1.228474,64.69488,34.06182,0.5277532,150.4998,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,B,broiler AST,0.32% P-2,174.11,4700.84688,21649.75758,398.4797903,137.0269175,2520.032765,110.1994879,1688.03004,993.6466543,63.52164026,24.85593933,38.61579221,78.96827481,52.91166493,27.62453844,45.09483026,36.8737862,11.13512217,42.56420408,51.74250197,102.4061123,15.09886675,35.93874693,175.8538504,43.03768614,60.47719906,50.03835484,33.41523102,87.71853023,203.7423265,19.14049686,32.22444874,60.53401538,1.20081299,51.55490437,1145.664542,0.329844598,0,0,13.9308056,0.189470974,0,0,3.626248323,26.96695548,83.98637243,4.218624722,0.742215698,0.24247906,0,0,0.287000269,0,0,0.208140918,14458.92451,56.41016256,2.468098181,35.32312057,0,25.9815031,0.009401694,0.37606775,14.6727691,8.368620716,100.708508,41.00980476,24.00859158,0.59342379,2.68350979,0,6205.93166,44.15767999,33.79362139,19.66849521,0,9.138927099,14.67387105,45.44716498,8.34814383,9.897271426,26.96524487,0,1161.524321,87.6662862,1.690006709,116.0920267,174.11,43.938545,15.22156,6.148325,10.03137,1035.047,1.120356,74.91858,16.00905,0.4050022,161.8015,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,B,broiler AST,0.32% P-2,168.02,4536.65286,19491.29516,384.5971702,132.3930157,2429.611236,106.4061125,1626.178281,960.6096605,61.42546107,24.0275043,37.33666246,76.30470346,51.1686759,26.73273203,43.59299321,35.64257505,10.76850099,41.14584435,49.99864637,99.0266069,14.5909766,34.73321806,169.9906685,41.6067479,58.44006026,48.37488982,32.30674242,84.80263525,196.5259134,18.46673169,31.07047261,58.36612314,1.156759127,49.66352517,1103.633893,0.319009675,0,0,13.43759726,0.182663021,0,0,3.501810941,25.99535073,80.98808062,4.076781374,0.715305503,0.23369339,0,0,0.277032614,0,0,0.200504915,13973.43789,54.43983432,2.378981493,34.16446276,0,25.04476892,0.009073306,0.362932229,14.1573486,8.083763767,97.17111067,39.61251678,23.17354553,0.573511621,2.594854015,0,5997.778863,42.67210961,32.65241547,19.01077081,0,8.820696209,14.16116994,43.93559754,8.069705281,9.563926526,26.07786382,0,1121.843705,84.72847841,1.634796945,112.1565504,168.02,50.809525,25.32389,1.746411,10.22698,1014.647,1.03399,,16.99,0.5366482,361.3018,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,B,broiler AST,0.32% P-2,161.33,4355.77635,20389.66307,369.3315356,127.4054734,2328.155437,102.2702173,1555.817196,925.5010054,59.2106125,23.14548801,35.98118405,73.4433716,49.32951052,25.80655739,41.9949477,34.3299353,10.38180206,39.63597598,48.12643175,95.45564984,14.04648453,33.44350029,163.7466016,40.08607023,56.25385116,46.60729266,31.13077171,81.70437012,188.4993546,17.72049756,29.77737738,55.93677714,1.106604587,47.51022361,1055.782747,0.307601901,0,0,12.8891795,0.175017146,0,0,3.366440766,24.90218232,77.63531327,3.924764768,0.68490264,0.223771721,0,0,0.266095984,0,0,0.191811462,13453.66505,52.2693162,2.278571267,32.94590115,0,23.99036039,0.008711553,0.348462108,13.58731213,7.775696018,93.25907581,38.10029453,22.25638166,0.552203768,2.501096621,0,5775.10472,41.07931102,31.42539588,18.30874481,0,8.470885813,13.59625155,42.3288156,7.77309713,9.206219677,25.14224771,0,1078.816229,81.58780598,1.57691741,107.9131521,161.33,43.595915,12.60148,1.885167,9.2005,278.4719,0.951462,70.63486,15.28625,0.2613479,289.806,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,B,broiler AST,0.32% P-2,150.71,4069.23534,17430.8444,344.9971444,118.8612572,2177.568704,95.48280301,1456.563494,862.8306866,55.18433881,21.58034052,33.53963121,68.51062882,45.97188095,24.03067954,39.1539354,32.01084409,9.674963051,36.95540583,44.89258009,88.96491321,13.10158666,31.19019011,152.6759081,37.37165322,52.47270685,43.45104279,29.02007979,76.17112783,176.2060899,16.56035058,27.84891648,52.31430902,1.036067049,44.48181197,988.4847104,0.286632274,0,0,12.04836617,0.163707141,0,0,3.142603767,23.29578639,72.597457,3.660683151,0.640901806,0.209389527,0,0,0.248530228,0,0,0.179584955,12547.71045,48.83082408,2.131791327,30.69817435,0,22.44346616,0.008138471,0.325538827,12.69660888,7.256207903,87.14528787,35.55630364,20.78847533,0.515004929,2.331131987,0,5385.977517,38.3161569,29.31619337,17.07299431,0,7.912587978,12.70200856,39.46308288,7.247676038,8.587375375,23.42998099,0,1006.894894,76.08763747,1.469093015,100.6863275,150.71,40.551975,23.08331,2.851675,,881.0018,1.018636,80.34663,15.71649,,205.78,,,,,,,,,,,,,,,,,,,,,,,,,,
